Location,Operator,Flight #,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities Passangers,Fatalities Crew,Ground,Summary,Month,Year,TimePeriod,Location_encoded,Operator_encoded,AC Type_encoded,Route_encoded,Fatality Rate,Survival Rate,Season
Brazil,Military - Brazilian,Unknown,Rio de Janerio - Belem,Douglas C-47DL,C-47-2055,4473,28.0,22.0,6.0,23.0,21.0,2.0,0.0,Crashed while attempting to land.,3,1961,Unknown,90,1241,1069,2949,0.8214285714285714,0.1785714285714286,Spring
Germany,Ceskoslovenske Aerolinie,Unknown,Prague - Zurich,Ilyushin IL-18,OK-OAD,180002102,52.0,44.0,8.0,52.0,44.0,8.0,0.0,The aircraft crashed 13.6 miles Northeast of Nürnberg after an intentional descent for unknown reasons led to the disintegration of the aircraft due to structural stress. Possible defective artificial horizon. Possible unnoticed over control of the electrical rudder or aileron trim. Possible physical incapacitation of one or both pilots.,3,1961,Night,184,603,1535,2827,1.0,0.0,Spring
Chile,LAN,210,Temuco - Santiago,Douglas DC-3,CC-CLD-P210,9716,24.0,20.0,4.0,24.0,20.0,4.0,0.0,The plane crashed into La Gotera Hill while on approach to Santiago. The official cause is unknown.  Icing suspected. All members of the Green Cross Chilean soccer team killed. Wreckage found 54 years after the accident.,4,1961,Night,117,1076,1123,3466,1.0,0.0,Spring
Hong Kong,Military - US,Unknown,Hong Kong - Tainan AFB,C-47(DC-3),43-49014,26275/14830,15.0,12.0,3.0,14.0,11.0,3.0,0.0,The aircraft impacted Mount Parker shortly after taking off in foggy weather conditions.,4,1961,Night,212,1331,740,1407,0.9333333333333333,0.06666666666666665,Spring
Algeria,Air France,406,"Fort Lamy, Chad - Marseilles, France",Lockheed 1649A Starliner,F-BHBM,1027,78.0,69.0,9.0,78.0,69.0,9.0,0.0,"While en route from Fort Lamy, Chad to Marseilles, France, the airliner crashed and burned in the Sahara Desert on the Algeria / Libya border. Detonation of a nitrocellulose bomb.",5,1961,Overnight,42,198,1689,1207,1.0,0.0,Spring
Washington,Military - US,Unknown,McChord - Lawton,Douglas C-124A-DL,51-0174,43508,22.0,16.0,6.0,22.0,16.0,6.0,0.0,"After a night takeoff, while climbing to a height of 500 feet, the airplane went out of control and crashed in a wooded area.",5,1961,Overnight,529,1331,1019,2140,1.0,0.0,Spring
Singapore,Military - Royal,Unknown,Traing,Handley Page Hastings C-2,WD497,125,13.0,8.0,5.0,13.0,8.0,5.0,0.0,"Lost an engine, stalled and crashed.",5,1961,Afternoon,448,1314,1452,3546,1.0,0.0,Spring
Portugal,KLM Royal Dutch Airlines,897,"Rome  - Lisbon -  Madrid - Santa Maria, Azores -Caracas",McDonnell Douglas DC-8-53,PH-DCL,45615,61.0,47.0,14.0,61.0,47.0,14.0,0.0,"Five minutes after taking off from Lisbon, Portugal, the aircraft plunged into the Atlantic Ocean. There were indications from the wreckage that the aircraft went into a spiral dive and hit the water at over 500 mph. Either through inattentiveness or loss of an artificial horizon or other instrument malfunction, the aircraft went into a steep left bank from which recovery was not possible. Attitude of the aircraft at the moment of impact pointed to over correction.",5,1961,Overnight,415,1031,1850,2960,1.0,0.0,Spring
Egypt,KLM Royal Dutch Airlines,823,Rome - Cairo,Lockheed L-188C Electra,PH-LLM,2019,36.0,29.0,7.0,20.0,17.0,3.0,0.0,"Crashed into a hill  at night during the approach, 4 km short of the runway. Crew's neglect to cockpit duties. Pilot's inattention to his instruments.",6,1961,Overnight,159,1031,1778,2965,0.5555555555555556,0.4444444444444444,Summer
Cameroon,Air Cameroon,Unknown,Training,Douglas DC-4,TJ-ABC,7473,5.0,3.0,2.0,5.0,3.0,2.0,0.0,"After liftoff, the airplane encountered difficulties in gaining height when the propeller on the No 2 engine struck a tree located 1,200 meters past the runway end. The airplane continued at low height and struck a second tree, causing a fuel tank to be ruptured and to catch fire. The accident was caused by flight at too low an altitude during a night training exercise.",6,1961,Night,104,178,1175,3547,1.0,0.0,Summer
Nigeria,Continentale Deutsche Luftreederei,Unknown,Tripoli - Kano,Douglas C-54B-1-DC,D-ABEB,10530,7.0,5.0,2.0,1.0,1.0,0.0,0.0,"Error in judgement on the part of the captain, who, after sighting the runway lights, concentrated on keeping them in sight and failed to make adequate reference to his flight instruments. As a result, he allowed the aircraft to descend below the obstacle clearance limit of 360ft.  In the darkness, with no ground reference, the runway lights gave him insufficient guidance as to his height and angle of approach and he was unaware that the aircraft had descended to ground level. The fatigue of the captain and the failure to illuminate the aircraft's landing lights were conributing factors.",6,1961,Night,337,674,1091,3566,0.14285714285714285,0.8571428571428572,Summer
Argentina,Transcontinental,Unknown,Salta - Cordoba - Buenos Aires,Curtiss C-46A,LV-FTO,193,35.0,30.0,5.0,24.0,22.0,2.0,0.0,Crashed into a trees and telegraph poles on final approach.The pilot failed to follow the instrument approach procedures during the approach.,6,1961,Night,52,1967,920,3030,0.6857142857142857,0.3142857142857143,Summer
Russia,Aeroflot,411,	Kazan - 	Sverdlovsk,Ilyushin IL-14P,CCCP-41848,6341706,26.0,21.0,5.0,9.0,4.0,5.0,0.0,The plane ran out of fuel and crash landed. Crew did not refuel at Kazan.,7,1961,Night,428,90,1534,9,0.34615384615384615,0.6538461538461539,Summer
USSR,Aeroflot,381,Leningrad - Odessa,Tupolev TU-104B,CCCP-42447,921004,85.0,76.0,9.0,1.0,1.0,0.0,0.0,Hit apporach lights while trying to land in heavy rain.,7,1961,Morning,506,90,2208,1852,0.011764705882352941,0.9882352941176471,Summer
Colorado,United Air Lines,859,Omaha - Denver,McDonnell Douglas DC-8-12,N8040U,45307,122.0,115.0,7.0,17.0,17.0,0.0,1.0,"Following takeoff from Omaha, hydraulic difficulties were experienced. The flight was continued to Denver where the aircraft experienced asymmetrical reverse thrust while landing and crashed into a maintenance truck and burned. Asymmetrical thrust during the landing attempt due to a hydraulic emergency.  Numbers 1 & 2 thrust reversers failed.  The crew failed to activate the back-up high-pressure air bottle used to hold the reverse ejectors in the extended position during a hydraulic emergency.  Poor evacuation procedures.  A contributing factor was the  failure of the first officer to monitor the thrust reverse indicator lights when applying reverse thrust and the crew's lack of training and knowledge on the aircraft's hydraulic system. The driver of the maintenance truck was killed.",7,1961,Morning,122,2038,1844,2591,0.13934426229508196,0.860655737704918,Summer
Morocco,Ceskoslovenske Aerolinie,511,Zurich - Rabat,Ilyushin IL-18B,OK-PAF,181002904,72.0,64.0,8.0,72.0,64.0,8.0,0.0," On reaching Rabat, the plane was diverted to Casablanca because of poor ground visibility. Conditions at Casablanca were a little better but the plane overshot the runway on its first approach. With worsening conditions the pilot asked to land at the U.S. Air Force base at Nouasseur. While the tower was seeking permission, the pilot saw a window of opportunity and tried again to land at Casablanca. The aircraft crashed into a hillside and burned eight miles short of the runway.",7,1961,Overnight,297,603,1537,3789,1.0,0.0,Summer
Argentina,Aerolineas Argentinas,Unknown,Buenos Aires - Comodoro,Douglas DC-6,LV-ADW,43136,67.0,60.0,7.0,67.0,60.0,7.0,0.0,The aircraft disintegrated in flight following the application of loads in excess of the design loads. The aircraft entered an area of extreme turbulence and was struck by lightning.,7,1961,Morning,52,104,1187,637,1.0,0.0,Summer
Alaska,Alaska Airlines,Unknown,Seattle - Shemya AFB,Douglas DC-6A,N6118C,45243/919,6.0,0.0,6.0,6.0,0.0,6.0,0.0,"Undershot the runway by 200 feet, crashed and burned. Absence of approach and runway lights. Lack of guidance from air traffic controller during last stages of flight.",7,1961,Overnight,40,329,1190,3185,1.0,0.0,Summer
Hungary,Malev Hungarian Airlines,Unknown,Sightseeing,Douglas DC-3,HA-TSA,20492,27.0,23.0,4.0,27.0,23.0,4.0,3.0,The aircraft crashed between a row of houses while on a sightseeing flight. Inattention of crew to duties. Pilots had 2 companions in the cabin during the entire flight and performed forbidden maneuvers including one sharp turn which resulted in  lost control of the aircraft.,8,1961,Unknown,214,1192,1123,3246,1.0,0.0,Summer
Norway,Cunard Eagle Airways,Unknown,London - Sola,Vickers Viking 3B,G-AHPM,152,39.0,36.0,3.0,39.0,36.0,3.0,0.0,Crashed into a mountain18 nm northeast of Stravanger Airport.  Deviation from prescribed course. Cause unknown.,8,1961,Afternoon,351,695,2282,1935,1.0,0.0,Summer
Turkey,Turkish Airlines THY,Unknown,Nicosia - Adana - Ankara,Curtiss C-46F,TC-TAY,10182,29.0,25.0,4.0,28.0,24.0,4.0,0.0,Crashed during approach. During the approach to the airport the aircraft was not in the normal pattern and was below the normal altitude.,8,1961,Night,498,2004,939,2533,0.9655172413793104,0.03448275862068961,Summer
Greenland,Eastern Provincial Airways,Unknown,Unknown,de Havilland Canada DHC-3 Otter,CF-MEX,,6.0,4.0,2.0,1.0,0.0,1.0,0.0,"An in-flight fire, initiated and sustained by a severe fuel leak. The fuel leak was caused by the locking of a carburetor drain plug to unscrew.",8,1961,Night,190,765,2373,3613,0.16666666666666666,0.8333333333333334,Summer
Illinois,Trans World Airlines,529,Pittsburgh - Chicago - Las Vegas - Los Angeles,Lockheed 049 Constellation,N86511,2035,78.0,73.0,5.0,78.0,73.0,5.0,0.0,The aircraft crashed and burned in a field 10 miles west of Midway Airport. The airliner had taken off from Midway headed for Las Vegas. Loss of a 5/16 inch steel bolt from the elevator boost system which caused the elevator to move to its full upward position creating a stall and loss of control of the aircraft.,9,1961,Overnight,218,1945,1664,2755,1.0,0.0,Fall
Ethiopia,Ethiopian Airlines,Unknown,Addis Ababa - Asmara,Douglas DC-3,ET-T-16,13305,19.0,16.0,3.0,5.0,4.0,1.0,0.0,Malfunctioning propeller. The pilot tried to turn back for an emergency landing but  the plane stalled and crashed.,9,1961,Unknown,167,787,1123,107,0.2631578947368421,0.736842105263158,Fall
Brazil,REAL Transportes Aereos,Unknown,Sao Paulo - Concordia,Douglas C-47A (DC-3),PP-AVL,9886,4.0,0.0,4.0,4.0,0.0,4.0,,"The aircraft crashed into high terrain, 1,500 meters short of the runway in adverse weather conditions. Probable cause: Continuation of visual filght in adverse weather conditions.",9,1961,Unknown,90,1600,1037,3156,1.0,0.0,Fall
Costa Rica,Lineas Aéreas Costarricenses,Unknown,Unknown,Douglas DC-3,TI-1006C,4960,2.0,0.0,2.0,2.0,0.0,2.0,0.0,Cargo plane crashed.,9,1961,Unknown,131,1139,1123,3613,1.0,0.0,Fall
Ireland,President Airlines,Unknown,Shannon - Gander,Douglas DC-6B,N90773,44058/365,83.0,77.0,6.0,83.0,77.0,6.0,0.0,The aircraft crashed into the Shannon River shortly after taking off in fog. Possible fault with the artificial horizon or aircraft's aileron tabs. Contributing factor was the weather and crew fatigue.,9,1961,Overnight,230,1555,1192,3223,1.0,0.0,Fall
Morocco,Air France,2005,Paris - Rabat,Sud-Aviation Caravelle III,F-BJTB,068,77.0,71.0,6.0,77.0,71.0,6.0,0.0,"The aircraft crashed and burned while attempting to land at Sale Airport. With its landing gear down and flaps partially extended, the plane struck the ground in a slight nose-down attitude. Possible misread altimeter.",9,1961,Night,297,198,2156,2694,1.0,0.0,Fall
Illinois,Northwest Orient Airlines,706,Chicago - Tampa,Lockheed 188C  Electra,N137US,1142,37.0,32.0,5.0,37.0,32.0,5.0,0.0,"Takeoff and Initial climb appeared to be normal, but at approximately 200 feet a shallow turn to the right continued into a gradually increasing bank of about 85 to 90 degrees. While in the turn, the crew made a short, garbled transmission indicating alarm. During the latter part of the turn a gradual descent began and, two minutes after taking off, the aircraft struck the ground. Mechanical failure in the aileron primary control system due to an improper replacement of the aileron boost assembly, resulting in a loss of lateral control of the aircraft at an altitude too low to effect recovery.",9,1961,Morning,218,1443,1698,844,1.0,0.0,Fall
Zambia,Transair Sweden,Unknown,Leopoldville - Ndola,Douglas DC-6B,SE-BDY,43559,16.0,11.0,5.0,16.0,11.0,5.0,0.0,"The aircraft crashed into the jungle approximately 9 miles from the destination airport. UN Secretary General, Dag Hammarskjöld, 56, killed. The aircraft was allowed to descend too low, resulting in striking trees and crashing. Although the United Nations released a statement that no evidence of sabotage was found, rumors persist about this accident alleging that the victims were shot prior to the crash or that a bomb onboard exploded. A recent report in 2011 sites pilot fatigue as the cause of the accident.",9,1961,Night,545,1957,1192,1860,1.0,0.0,Fall
Turkey,Turkish Airlines (THY),Unknown,Adana - Ankara,Fokker F-27 Friendship 100,TC-TAY,10182,29.0,25.0,4.0,28.0,24.0,4.0,0.0,"Crashed into high terrain on approach, 18 kms from Ankara Airport. The aircraft was not in a normal flying  pattern and below normal altitude.",9,1961,Night,498,2003,1342,102,0.9655172413793104,0.03448275862068961,Fall
France,Derby Aviation,Unknown,London - Perpignan,Douglas DC-3,G-AMSW,16171/32919,34.0,31.0,3.0,34.0,31.0,3.0,0.0,Crashed into Mt. Canigou while descending to land. Navigational error.,10,1961,Overnight,173,720,1123,1930,1.0,0.0,Fall
Libya,Military - Royal,Unknown,El Adem - Luqa,Handley Page Hastings C-2,WD498,126,37.0,34.0,3.0,17.0,16.0,1.0,0.0,The plane stalled and crashed during takeoff.,10,1961,Unknown,259,1314,1452,1127,0.4594594594594595,0.5405405405405406,Fall
Brazil,Panair do Brasil,Unknown,Lisbon - Ilha do Sal - Recife,Douglas DC-7C,PP-PDO,44872,88.0,79.0,9.0,45.0,38.0,7.0,0.0,"The flight crashed into a hill during approach. Pilot error. Improper evaluation of distance, flying a non-standard traffic pattern by night and failing to observe altitude minima during the final approach.",11,1961,Overnight,90,1500,1201,1883,0.5113636363636364,0.48863636363636365,Fall
Guernsey,Silver City Airways,Unknown,Cherboug - Les Prevosts,Bristol 170 Freighter 31M,G-ANWL,13260,10.0,7.0,3.0,2.0,0.0,2.0,0.0,Failed to gain altitude after a missed approach and crashed. The malfunctioning of the automatic pitch coarsening unit of the starboard propeller. This deprived the captain of the necessary degree of control of the aircraft at a critical stage of the flight.,11,1961,Afternoon,194,1754,671,816,0.2,0.8,Fall
Virginia,Imperial Airways,201/8,Baltimore - Columbia SC,Lockheed C-69 Constellation,N2737A,1976,79.0,74.0,5.0,76.0,74.0,2.0,0.0,"Flown under a military contract, several procedural errors by the crew caused the loss of 2 engines. After several more errors, the aircraft crashed into a wooded area. Most deaths from post-impact fire and CO.  Lack of command coordination and decision, faulty judgement and insufficient knowledge that led to an emergency situation. In addition there were faulty maintenance procedures. The carrier's license was revoked 6 weeks after the crash.",11,1961,Night,524,966,1737,322,0.9620253164556962,0.03797468354430378,Fall
Off Puerto Rico,Air Haiti International,Unknown,"San Juan, PR - Managua",Lockheed L-749A Constellation,HH-ABA,2615,3.0,0.0,3.0,3.0,0.0,3.0,0.0,Went missing en route in the Caribbean Sea.,11,1961,Unknown,364,204,1784,3087,1.0,0.0,Fall
New Zealand,Bay of Plenty Airways,92, Wellington - Rotorua - Tauranga.,Aero Commander 680F,ZK-BWA,437-109,6.0,5.0,1.0,6.0,5.0,1.0,0.0,"The pilot flew too close to the summit of Mt Ruapehu and due either to turbulence or some pilot maneuver, the starboard propeller struck a rock outcrop on the mountain, bending the blade tips forward and causing vibration, which weakened the wing and led to its rapid structural failure of the aircraft.",11,1961,Morning,333,476,41,79,1.0,0.0,Fall
Zimbabwe,Rhodesian Air Services,Unknown,Salisbury - Livingstone - Elizabethville,Unknown,VP-YRX,19351,3.0,0.0,3.0,3.0,0.0,3.0,0.0,"The aircraft was on a charter flight to Livingstone to pick up United Nations troops on leave and take them back to Elizabethville. It took off from Salisbury Airport, and shortly after take-off suddenly dipped its right wing. After a slow recovery, it climbed away to between 100 - 150 ft and then went into a turn to the left with the port propeller windmilling. This turn continued to get steeper until the aircraft rolled over and dived inverted to the ground . The accident was caused by failure of the pilot to execute a successful single engine forced landing after concluding that there had been a power loss in the port engine. Evidence indicated that a failure of the port engine did not, in fact, occur. The pre-take-off rudder trimmer check was not carried out correctly as laid down in the checklist, and the aircraft took off with full left rudder trim applied. Once airborne this was misinterpreted as port engine failure, and the port propeller was feathered. No apparent action was taken by the pilot to correct the ensuing critical speed yaw.",11,1961,Unknown,546,1617,2242,3022,1.0,0.0,Fall
